  124     1.459   -28.242946957  9481.983173557   119.904437774     0.003862041     0.386763371     0.278431932    28.889925931    672    -0.389003175     66     372.665     543.566 / 562.789
  125     1.466   -28.246697444  9491.600080478   119.859535185     0.001927447     0.199990712     0.278956193    29.020491310    677    -0.386030933     67     376.220     551.086 / 569.816
  126     1.473   -28.250388850  9501.208055446   119.814809222     0.003849833     0.399945228     0.279483224    29.188602457    682    -0.383118361     67     379.064     551.105 / 569.867
  127     1.479   -28.254018058  9510.795383554   119.770312399     0.001914928     0.199990832     0.280012415    29.389024601    687    -0.380267966     68     382.312     557.875 / 576.840
  128     1.486   -28.257582730  9520.352246761   119.726085036     0.003820397     0.399950655     0.280543247    29.537728157    692    -0.377481494     68     385.774     558.336 / 577.047
  129     1.493   -28.261090903  9529.894336810   119.682043660     0.001899473     0.199990980     0.281076703    29.570878130    697    -0.374752413     69     389.084     564.898 / 584.258
  130     1.500   -28.264557340  9539.462098178   119.638010358     0.003800422     0.399957598     0.281614937    29.619225070    702    -0.372070398     69     392.391     564.738 / 584.258
  131     1.507   -28.267981174  9549.051112182   119.594004379     0.001901483     0.199990961     0.282157769    29.696326090    707    -0.369436216     70     396.592     572.523 / 591.266
  132     1.513   -28.271359859  9558.652533786   119.550063875     0.003801681     0.399964074     0.282704763    29.749776131    712    -0.366851830     70     399.700     572.023 / 591.332
  133     1.520   -28.274696459  9568.274330325   119.506150379     0.001900465     0.199990970     0.283256428    29.778078587    717    -0.364273019     71     402.991     579.496 / 598.527
  134     1.527   -28.277992592  9577.925504392   119.462222579     0.003802825     0.399965160     0.283813309    29.816447283    722    -0.361740375     71     405.901     579.230 / 598.527
  135     1.533   -28.281248006  9587.603419257   119.418291855     0.001903650     0.199990940     0.284375319    29.859565223    727    -0.359254166     72     408.793     586.273 / 605.453
  136     1.540   -28.284462907  9597.307143357   119.374360875     0.003808313     0.399970645     0.284942463    29.905128638    732    -0.356814255     72     411.678     586.316 / 605.473
  137     1.547   -28.287637911  9607.035294210   119.330429740     0.001905556     0.199990922     0.285514784    29.943291018    737    -0.354420302     73     414.465     593.582 / 612.727
  138     1.553   -28.290774482  9616.792815890   119.286483238     0.003812503     0.399968381     0.286092512    29.967627443    742    -0.352071334     73     417.166     593.457 / 612.848
  139     1.560   -28.293874681  9626.579634519   119.242512714     0.001909257     0.199990887     0.286676016    29.962155050    747    -0.349741333     74     420.254     596.188 / 619.895
  140     1.567   -28.296941577  9636.407587306   119.198484549     0.003822753     0.399963974     0.287265983    29.960974238    752    -0.347451603     74     422.944     595.668 / 619.895
  141     1.574   -28.299975524  9646.274703418   119.154398185     0.001917513     0.199990808     0.287862451    29.966212183    757    -0.345212392     75     425.981     607.984 / 627.125
  142     1.580   -28.302976788  9656.181244720   119.110254417     0.003838668     0.399962530     0.288465412    29.978025564    762    -0.343014159     75     429.279     607.926 / 627.242
  143     1.587   -28.305945352  9666.125630632   119.066057645     0.001924423     0.199990741     0.289074839    30.010688063    767    -0.340852947     76     432.656     615.102 / 634.188
  144     1.594   -28.308879476  9676.101819982   119.021831775     0.003850810     0.399962655     0.289690374    30.049530156    772    -0.338734247     76     435.527     615.117 / 634.359
  145     1.600   -28.311779256  9686.099636177   118.977582068     0.001927996     0.199990707     0.290311979    30.097181539    777    -0.336658228     77     438.412     622.355 / 641.500
  146     1.607   -28.314644378  9696.121399556   118.933316047     0.003857067     0.399964305     0.290939558    30.162818220    782    -0.334625139     77     441.544     622.262 / 641.500
  147     1.613   -28.317473837  9706.161883089   118.889057095     0.001929037     0.199990697     0.291572806    30.209289827    787    -0.332635095     78     444.780     629.391 / 648.719
  148     1.620   -28.320269864  9716.228123449   118.844772478     0.003859296     0.399968630     0.292212185    30.257537045    792    -0.330687760     78     447.284     629.414 / 648.719
  149     1.627   -28.323033010  9726.320359239   118.800460840     0.001931410     0.199990674     0.292857727    30.314263101    797    -0.328783202     79     450.072     628.270 / 655.688
  150     1.633   -28.325763042  9736.436616295   118.756129015     0.003863461     0.399970628     0.293509315    30.362808154    802    -0.326921884     79     453.779     627.363 / 655.734
  151     1.640   -28.328461412  9746.580563119   118.711761002     0.001933257     0.199990656     0.294167182    30.410460019    807    -0.325103111     80     457.563     638.703 / 662.816
  152     1.646   -28.331128742  9756.742960201   118.667349772     0.003867808     0.383682258     0.294831411    30.441357006    814    -0.323326942     80     462.415     643.711 / 662.879
  153     1.653   -28.333767059  9766.935342537   118.622866906     0.001936954     0.199990620     0.295502422    30.471617381    819    -0.321592485     81     465.327     648.551 / 667.750
  154     1.660   -28.336376887  9777.159199122   118.578305786     0.003876385     0.399969925     0.296180298    30.513372829    824    -0.319899979     81     469.078     645.172 / 667.750
  155     1.666   -28.338957869  9787.411928583   118.533678779     0.001941223     0.199990579     0.296864847    30.565058506    829    -0.318250328     82     473.342     647.422 / 672.020
  156     1.673   -28.341509615  9797.691520892   118.488994955     0.003883639     0.399970811     0.297555899    30.625274181    834    -0.316644435     82     478.171     572.023 / 672.020
  157     1.679   -28.344032090  9807.996579435   118.444262256     0.001943113     0.199990561     0.298253309    30.693704237    839    -0.315083079     83     481.262     548.102 / 672.020
  158     1.686   -28.346525109  9818.325932968   118.399487146     0.003886434     0.399971633     0.298956927    30.768113305    844    -0.313567213     83     483.915     547.668 / 672.020
  159     1.692   -28.348988901  9828.679346093   118.354673783     0.001943199     0.199990560     0.299666649    30.846277837    849    -0.312097803     84     486.764     554.707 / 672.020
  160     1.699   -28.351423583  9839.056291864   118.309826396     0.003886071     0.396547348     0.300382373    30.913778943    855    -0.310658208     84     490.105     554.637 / 672.020
  161     1.705   -28.353830150  9849.462704543   118.264920541     0.001943264     0.199990559     0.301104354    30.992009058    860    -0.309266844     85     492.895     561.992 / 672.020
  162     1.712   -28.356208364  9859.897449575   118.219969057     0.003886278     0.399970867     0.301832337    31.081498446    865    -0.307924727     85     495.670     561.988 / 672.020
  163     1.718   -28.358558111  9870.359568026   118.174983328     0.001942108     0.199990570     0.302566072    31.183317143    870    -0.306632933     86     498.677     553.180 / 672.020
  164     1.724   -28.360879052  9880.848151699   118.129975497     0.003882576     0.399969789     0.303305268    31.299305112    875    -0.305392676     86     501.281     553.320 / 672.020
  165     1.731   -28.363170929  9891.362205981   118.084960850     0.001938005     0.199990610     0.304049587    31.400267705    880    -0.304205216     87     504.498     560.445 / 672.020
  166     1.737   -28.365435559  9901.911044470   118.039922336     0.003874515     0.399664580     0.304799344    31.503112718    886    -0.303078554     87     508.445     529.285 / 672.020
  167     1.744   -28.367673651  9912.499219164   117.994847418     0.001934952     0.199990640     0.305554479    31.612520357    891    -0.302006183     88     511.591     535.809 / 672.020
  168     1.750   -28.369885334  9923.130883995   117.949745963     0.003867980     0.399828323     0.306314804    31.706088505    896    -0.300989253     88     516.585     421.906 / 672.020
  169     1.756   -28.372072435  9933.819257999   117.904589964     0.001932124     0.199990667     0.307080687    31.802216676    901    -0.300028505     89     519.801     396.051 / 672.020
  170     1.763   -28.374235285  9944.573293020   117.859376456     0.003863220     0.399971168     0.307852046    31.917448363    906    -0.299125524     89     522.571     396.473 / 672.020
  171     1.769   -28.376373289  9955.398893030   117.814126897     0.001928962     0.199990698     0.308628411    32.057768884    911    -0.298282467     90     525.833     403.570 / 672.020
  172     1.775   -28.378485341  9966.303286205   117.768869997     0.003854319     0.399965517     0.309409140    32.232003788    916    -0.297501760     90     528.844     403.148 / 672.020
  173     1.781   -28.380570022  9977.295059105   117.723647465     0.001919799     0.199990786     0.310193384    32.307114472    921    -0.296785995     91     532.024     396.211 / 672.020
  174     1.787   -28.382634355  9986.191212501   117.678288550     0.003843156     0.391749866     0.310983641    32.316368956    928    -0.296134316     91     536.128     395.879 / 672.020
  175     1.794   -28.384683010  9995.172595441   117.632718467     0.001924531     0.199990740     0.311782006    32.329610264    933    -0.295549549     92     539.677     403.094 / 672.020
  176     1.800   -28.386716105 10004.242383445   117.586922703     0.003853206     0.399968424     0.312588522    32.348401274    938    -0.295035473     92     542.768     403.438 / 672.020
  177     1.806   -28.388733799 10013.402869164   117.540901074     0.001932546     0.199990663     0.313403105    32.362362534    943    -0.294596218     93     545.737     396.191 / 672.020
