 -50998.10 -52394.50 -52891.90 -51733.90 -49733.90 -46133.90 -41933.90 -36003.50
 -29569.40 -21307.60 -12888.40
a=178  z= 70 to  80
 -49705.80 -50334.30 -52446.00 -50534.00 -50445.00 -45785.00 -43445.00 -36185.00
 -31945.00 -22476.50 -16328.10
a=179  z= 71 to  80
 -49124.60 -50474.60 -50363.50 -49303.60 -46613.60 -43003.60 -38013.60 -32353.40
 -24990.80 -17105.10
a=180  z= 71 to  80
 -46691.40 -49791.40 -48936.90 -49644.50 -45849.50 -44244.50 -37949.50 -34344.50
 -25795.50 -20242.20
a=181  z= 72 to  81
 -47415.60 -48442.60 -48256.00 -46556.00 -43526.00 -39456.00 -34374.30 -27828.20
 -20855.50 -11982.70
a=182  z= 72 to  81
 -46002.80 -46433.80 -48247.00 -45447.00 -44597.00 -39047.00 -36077.30 -28231.10
 -23521.10 -13351.60
a=183  z= 72 to  82
 -43288.60 -45298.60 -46366.60 -45810.60 -43510.60 -40320.60 -35738.70 -30127.10
 -23888.30 -15969.10  -7726.50
a=184  z= 72 to  82
 -41500.90 -42840.90 -45706.90 -44214.80 -44253.30 -39533.30 -37229.70 -30237.40
 -26257.40 -17073.40 -11044.90
a=185  z= 73 to  82
 -41399.20 -43389.70 -43822.30 -42807.30 -40307.30 -36607.30 -31850.90 -26171.30
 -19493.30 -11750.90
a=186  z= 73 to  82
 -38613.20 -42513.20 -41928.70 -43003.00 -39172.00 -37849.00 -31572.00 -28446.30
 -19914.30 -14625.80
a=187  z= 74 to  82
 -39908.10 -41220.20 -41222.80 -39822.80 -36822.80 -33103.00 -28168.50 -22132.20
 -15066.40
a=188  z= 74 to  83
 -38671.50 -39020.50 -41140.20 -38342.90 -37824.30 -32524.30 -30094.50 -22312.50
 -17722.30  -7378.50
a=189  z= 74 to  83
 -35482.30 -37982.30 -38990.40 -38449.60 -36482.30 -33682.30 -29482.30 -23982.30
 -17892.30  -9801.40
a=190  z= 74 to  83
 -34261.70 -35531.70 -38711.70 -36711.70 -37320.40 -32878.40 -30963.40 -24263.40
 -20324.30 -10629.40
a=191  z= 75 to  83
 -34352.00 -36398.80 -36706.80 -35685.80 -33855.80 -30520.80 -26020.80 -20340.20
 -12937.30
a=192  z= 75 to  84
 -31784.00 -35884.00 -34834.40 -36287.00 -32772.00 -32077.30 -26177.30 -22448.60
 -13447.60  -7974.60
a=193  z= 76 to  84
 -33396.00 -34518.10 -34461.00 -33361.00 -31021.00 -27428.40 -22071.00 -15247.40
  -8359.70
a=194  z= 76 to  85
 -32414.00 -32511.00 -34758.80 -32249.80 -32209.80 -27134.00 -24009.80 -15828.50
 -10909.10   -842.40
a=195  z= 76 to  85
 -29674.30 -31674.30 -32792.50 -32562.50 -31042.50 -28267.10 -23542.50 -17835.90
 -11163.60  -3212.40
a=196  z= 76 to  85
 -28590.00 -29433.00 -32643.00 -31135.70 -31821.30 -27593.30 -25321.30 -18192.40
 -13367.70  -3820.40
a=197  z= 77 to  85
 -28262.10 -30417.90 -31136.80 -30535.00 -28391.60 -24791.60 -19653.50 -13233.70
  -5719.10
a=198  z= 77 to  85
 -25902.10 -29902.10 -29577.70 -30950.20 -27490.20 -26090.20 -19609.10 -15274.20
  -6509.10
a=199  z= 78 to  86
 -27402.20 -29090.30 -29542.80 -28047.10 -25247.10 -20922.20 -15043.40  -8631.50
  -1605.00
a=200  z= 78 to  86
 -26597.20 -27290.20 -29500.20 -27046.20 -26246.20 -20488.40 -16913.60  -9059.70
  -3901.80
a=201  z= 78 to  87
 -23724.40 -26384.40 -27658.70 -27178.90 -25278.40 -21466.60 -16568.00 -10755.60
