 13 12   0.1319679E+00 15 12  -0.2271226E-01 17 12  -0.1859943E+00
 15 14   0.2178295E+00 17 14  -0.2659971E-01 19 14  -0.1136442E+00
 16 15   0.1306900E+00 18 15  -0.1955823E-01 20 15  -0.1896869E+00
 18 17   0.2164697E+00 20 17  -0.2231973E-01 22 17  -0.1151033E+00
 19 18   0.1297255E+00 21 18  -0.1715593E-01 23 18  -0.1922401E+00
 21 20   0.2153691E+00 23 20  -0.1922001E-01 25 20  -0.1161736E+00
 22 21   0.1289746E+00 24 21  -0.1527117E-01 26 21  -0.1941078E+00
 24 23   0.2144675E+00 26 23  -0.1687295E-01 28 23  -0.1169919E+00
 25 24   0.1283745E+00 27 24  -0.1375544E-01 29 24  -0.1955320E+00
 27 26   0.2137185E+00 29 26  -0.1503485E-01 31 26  -0.1176376E+00
 28 27   0.1278845E+00 30 27  -0.1251117E-01
  3  2  -0.9160572E-01  2  3  -0.9160572E-01  6  5  -0.9160572E-01
  5  6  -0.9160572E-01  9  8  -0.9160572E-01  8  9  -0.9160572E-01
 12 11  -0.9160572E-01 11 12  -0.9160572E-01 15 14  -0.9160572E-01
 14 15  -0.9160572E-01 18 17  -0.9160572E-01 17 18  -0.9160572E-01
 21 20  -0.9160572E-01 20 21  -0.9160572E-01 24 23  -0.9160572E-01
 23 24  -0.9160572E-01 27 26  -0.9160572E-01 26 27  -0.9160572E-01

  2  2  -0.1295500E+00  3  3   0.7773000E-01  5  3  -0.1036400E+00
  3  5  -0.1036400E+00  5  5  -0.7773000E-01  6  6   0.5552144E-01
  8  6  -0.1170495E+00  6  8  -0.1170495E+00  8  8  -0.5552146E-01
  9  9   0.4318335E-01 11  9  -0.1221409E+00  9 11  -0.1221409E+00
 11 11  -0.4318336E-01 12 12   0.3533183E-01 14 12  -0.1246390E+00
 12 14  -0.1246390E+00 14 14  -0.3533183E-01 15 15   0.2989619E-01
 17 15  -0.1260533E+00 15 17  -0.1260533E+00 17 17  -0.2989616E-01
 18 18   0.2591001E-01 20 18  -0.1269326E+00 18 20  -0.1269326E+00
 20 20  -0.2591002E-01 21 21   0.2286175E-01 23 21  -0.1275169E+00
 21 23  -0.1275169E+00 23 23  -0.2286178E-01 24 24   0.2045525E-01
 26 24  -0.1279250E+00 24 26  -0.1279250E+00 26 26  -0.2045528E-01
 27 27   0.1850716E-01
  3  7   0.1924501E+00  5  7  -0.1736035E-01  4  9   0.1659765E+00
  6  9   0.4895106E-01  5 11   0.1321290E+00  7 11   0.6280744E-01
  6 13  -0.5015942E-01  8 13   0.7166255E-01  6 14   0.1545565E+00
